id,darija,translit_darija,fr,module,msa,translit_msa,notes
cmo8hyi7d00jx4ey1spkmz5ui,كَايْن وَلَّا مَاكَايْنْش؟,kayen wla makaynch?,y en a ou pas ?,Doha - Vocabulaire — Expressions,,,
cmo8hyi7r00mr4ey1xddmkjsd,كِيفَاش,kifach,comment,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00l94ey1a0pxsfl4,كِيفَاش دَرْتِيهَا؟,kifach drtiha?,comment as-tu fait ?,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00km4ey13hqjjxse,لِيلَة سْعِيدَة,lila s3ida,bonne nuit,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00m34ey11bvegcn1,مَا شَاءَ اللّٰه,ma cha allah,ce que Dieu a voulu,Doha - Vocabulaire — Expressions,,,
cmo8hyi7r00n24ey1gkzvbbz4,مَا عْجْبْنِيش,ma 3jbnich,je n'aime pas,Doha - Vocabulaire — Expressions,,,
cmo8hyi7d00jp4ey1i4wfxwtq,مَا عَنْدِيش الوَقْت,ma 3ndich lwa9t,je n'ai pas le temps,Doha - Vocabulaire — Expressions,,,
cmo8hyi7d00jq4ey13482vjpd,مَا فْهَمْتْش,ma fhemtch,je n'ai pas compris,Doha - Vocabulaire — Expressions,,,
cmo8hyi7d00jw4ey1qq3l6map,مَاشِي مُشْكِل,machi mochkil,pas de problème,Doha - Vocabulaire — Expressions,,,
cmo8hyi7r00n84ey14k9s3xfi,مَاكَايْن بَاس,makayn bass,pas de souci,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00kf4ey1cvtajj2v,مَرْحْبَا,mar7ba,bienvenue,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00kq4ey1p8shbm33,مَرْحْبَا بِيك,mar7ba bik,sois le bienvenu,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00l04ey1krkpu0wd,مَرْحْبَا بِيكُم,mar7ba bikom,bienvenue à vous,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00ku4ey1qazoypzt,مَرْحْبَا فْ أَيّ وَقْت,mar7ba f ay waqt,bienvenue à tout moment,Doha - Vocabulaire — Expressions,,,
cmo8hyi7r00n34ey17ac1oyer,مْزْيَان,mzian,bien / bon,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00kl4ey1x6kl7qkw,مْعَ السْلَامَة,m3a ssalama,au revoir,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00l44ey1ivnjvcjz,مْنِين نْتَا؟,mnin nta?,d'où viens-tu ?,Doha - Vocabulaire — Expressions,,,
cmo8hyi7r00mz4ey11j79vqb8,نَارِي,nari,oh mon Dieu / wow,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00kk4ey16gwey7c4,نْهَار مَبْرُوك,nhar mbrouk,bonne journée,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00k54ey1hpp5x3g7,نُوض نْخَدْمُو,noud nkhdmo,"allez, on travaille",Doha - Vocabulaire — Expressions,,,
cmo8hyi7d00k04ey1al4f89sb,نُوض نُوض,noud noud,lève-toi,Doha - Vocabulaire — Expressions,,,
cmo8hyi7r00mx4ey1t65ltmkk,هَادَاك,hadak,celui-là,Doha - Vocabulaire — Expressions,,,
cmo8hyi7r00mw4ey1lvfx1b61,هَادِيك,hadik,celle-là,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00lx4ey1vokjq2cc,وَ عَلَيْكُم السَّلَام,wa 3likom salam,bonjour (réponse),Doha - Vocabulaire — Expressions,,,
cmo8hyi7q00mi4ey149pqlfcv,وَاخَا,wakha,ok / d'accord,Doha - Vocabulaire — Expressions,,,
cmo8hyi7r00n44ey1qx70l0yg,وَاخَا نْزِيدَك,wakha nzidk,ok je t'explique plus,Doha - Vocabulaire — Expressions,,,
cmo8hyi7r00my4ey1odsu2yhf,وَاش بْصَحّ,wach bssa7,sérieux ?,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00li4ey1woyw04kb,وَاش بْصَحّ؟,wach bssa7?,vraiment ?,Doha - Vocabulaire — Expressions,,,
cmo8hyi7e00ld4ey1w4njjanh,وَاش فْهَمْتِي؟,wach fhemt?,tu as compris ?,Doha - Vocabulaire — Expressions,,,
cmo8hyi7r00ml4ey1l65sr3pc,وَاعْر,wa3r,incroyable / trop fort,Doha - Vocabulaire — Expressions,,,
cmo8hyi7400is4ey1x6spjkq5,اسْتَثْمَر,stathmar,investir,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7400io4ey1agbt3584,اسْتْفَد,stafed,profiter / bénéficier,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7400ih4ey1hz73bzq5,اقْتَرَح,qtar7,proposer,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7400hs4ey1it8m65kh,بْدَا,bda,commencer,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7400i34ey1eyxcsafu,بْعَد,b3ed,s'éloigner,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7300gz4ey1auzn3qw0,بْغَى,bgha,vouloir,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7400hf4ey14e439629,بْكَى,bka,pleurer,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7400ij4ey1gfuij756,تَأَكَّد,ta2akkad,vérifier / s'assurer,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7400in4ey1uslmbo18,تْجَاهَل,tjahl,ignorer,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7400i94ey1ieddp907,تْخَطَّى,tkhTTa,franchir / dépasser,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7400i64ey1dype438t,تْرَاجَع,traja3,reculer,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7400ia4ey11uohr5id,تْزَحْلَق,tz7lq,glisser,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7400i84ey1pn5belnx,تْسَرَّح,tsarra7,se balader,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7400ho4ey1mkfbluyo,تْسَنَّى,tsenna,attendre,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7400iq4ey11kr50rdm,تْعَمَّق,t3ammaq,approfondir,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7400ii4ey1g5qaavwf,تْفَاوَض,tfawDe,négocier,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7400i54ey1c38jdswc,تْقَدَّم,tqaddem,avancer,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7400im4ey1io7vffu5,تْكَيَّف,takyaf,s'adapter,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7400hk4ey1ota9kohh,تْلَاقَى,tlaqa,rencontrer,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7400ik4ey1tfhsk4z1,تْوَاصَل,twaSal,communiquer,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7400ir4ey1irvkip8n,تْوَقَّع,twaqqa3,prévoir / anticiper,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7300gu4ey17947ncrz,جَا,ja,venir,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7300gv4ey1pcnu8olx,جَاب,jab,apporter,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7400hj4ey1ta5lrdcz,جَاوَب,jawb,répondre,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7400hd4ey1xegcqnhl,جْلَس,jless,s'asseoir,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7400it4ey12siwaks2,حَلّ,7ell,résoudre,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7400ic4ey14kz8y5qt,حَلَّل,7allel,analyser,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7400hq4ey1i4yistkc,خَاف,khaf,avoir peur,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7400hc4ey1alr0s30t,خْدَم,khddem,travailler,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7300gw4ey1dti1b0xs,خْذَا,khda,prendre,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7400id4ey11vs9u4be,خَطَّط,khaTTaT,planifier,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7400hn4ey1pvnn1wpp,خَلَّص,khlls,payer,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7400i14ey1mss2gsti,دَار دَوْرَة,dar dowra,faire un tour,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7400i74ey1qkroj86z,دَار لَفَّة,dar laffa,faire un détour,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7400i04ey1dod2pnu0,دُوز,doz,passer,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7400if4ey1d6jhq34r,رَاجَع,raja3,réviser / revoir,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7400il4ey1hhnwcrmk,رَكَّز,rakkaz,se concentrer,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7400hw4ey1dpo956e3,سَافَر,safer,voyager,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7400ht4ey13jgu3vul,سَالَى,sala,finir,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7400ip4ey10lte0kez,سَاهَم,sahm,contribuer,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7400hl4ey1ntxblnpv,سْكَن,skn,habiter,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7400h54ey1xmkinioi,سْمَع,sme3,entendre,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7400hi4ey14mf8bnyx,سَوَّل,sowl,demander,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7400h64ey17w978awr,شَاف,chaf,voir,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7300gy4ey1u8jp6az4,شَدّ,chdd,prendre / attraper,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7400h94ey184wkc8ev,شْرَب,chrb,boire,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7400he4ey1jc5js7cg,ضْحَك,D7k,rire,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7400hy4ey1afnio58t,طْلَع,Tla3,monter,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7400ig4ey1q9sftlja,طَوَّر,Tawwer,développer / améliorer,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7400hv4ey1rvswfaqo,طَيَّب,Tyyeb,cuisiner,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7400hr4ey1s3ipzo2a,ظَنّ,Dnn,penser / croire,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7400hg4ey1yivsohwy,عْجَبُو,3jbo,aimer (quelque chose),Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7300h14ey1o5snah7a,عْرَف,3rf,savoir / connaître,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7300gx4ey1ckkbxdew,عْطَى,3ta,donner,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7400hu4ey1z4kqc01r,غْسَل,ghsl,laver,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7400hb4ey18uttmxcb,فَاق,faq,se réveiller,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7300h24ey1895v2x5b,فْهَم,fhem,comprendre,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7300h04ey16d3fp6mw,قْدَر,qdr,pouvoir,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7300h34ey1mchfjgws,قْرَا,qra,lire / étudier,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7400i24ey1fh7wflx4,قَرَّب,qrreb,s'approcher,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7400h44ey17v2hrwsr,كْتَب,kteb,écrire,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7400hh4ey1ngb59xm1,كْرَه,kra,détester,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7400h74ey1enab7nq9,كْلَ,kal,manger,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7400h84ey1v0ibkhgs,كْلَّى,klla,manger (variante),Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7400hp4ey1fnftvkgz,لْعَب,l3b,jouer,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7300gt4ey1cdvilnb8,مْشَى,mcha,aller / marcher,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7400ib4ey1w8878xo1,نَاقَش,naqach,discuter / débattre,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7400hx4ey1upkg1hsi,نَطّ,naTT,sauter,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7400ie4ey1x80i2ni7,نَظَّم,naDDem,organiser,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7400ha4ey1mxx0rs7x,نْعَس,n3s,dormir,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7400i44ey1pe2xvmpd,هَاجَر,hajer,émigrer,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7400hz4ey1hbvc6da2,هْبَط,hbaT,descendre,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7400iu4ey1fcbsjusd,وَاجَه,wajeh,faire face à / affronter,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi7400hm4ey1kv9d086b,وَجَّد,wjjd,préparer,Dubaï - Vocabulaire — Verbes,,,
cmo8hyi62007w4ey1pmbspffx,أُكْسِجِين,oksijin,oxygène,Ghadamès - Vocabulaire — Santé,,,
cmo8hyi62007r4ey1ijbfkhcb,أَلَم,alam,douleur,Ghadamès - Vocabulaire — Santé,,,
cmo8hyi62007s4ey1b1p6hol7,إِسْهَال,ishal,diarrhée,Ghadamès - Vocabulaire — Santé,,,
cmo8hyi62007x4ey13gr19eep,تْحَالِيل,t7alil,analyses médicales,Ghadamès - Vocabulaire — Santé,,,
cmo8hyi62007v4ey1xsyqnbp8,تْنَفُّس,tnaffos,respiration,Ghadamès - Vocabulaire — Santé,,,
cmo8hyi62007m4ey109qunds7,جْرَح,jra7,blessure,Ghadamès - Vocabulaire — Santé,,,
cmo8hyi62007l4ey12cqm87v7,حُقْنَة,7oqna,piqûre / injection,Ghadamès - Vocabulaire — Santé,,,
cmo8hyi62007n4ey1ecg1tbbx,حُمَّى,7omma,fièvre,Ghadamès - Vocabulaire — Santé,,,
cmo8hyi62007k4ey13y4wbkcn,دْوَاء,dwa,médicament,Ghadamès - Vocabulaire — Santé,,,
cmo8hyi62007p4ey1mnwuv7ie,رْشَح,rcha7,rhume,Ghadamès - Vocabulaire — Santé,,,
cmo8hyi62007o4ey173guxwm4,سُعَال,so3al,toux,Ghadamès - Vocabulaire — Santé,,,
cmo8hyi62007f4ey1fs42eefm,صِحَّة,Se77a,santé,Ghadamès - Vocabulaire — Santé,,,
cmo8hyi62007q4ey1i3c1ri7q,صْدَاع,Sda3,mal de tête,Ghadamès - Vocabulaire — Santé,,,
cmo8hyi62007i4ey1pdpacipn,صَيْدَلِي,Saydali,pharmacien,Ghadamès - Vocabulaire — Santé,,,
cmo8hyi62007j4ey1bf7p7zz8,صَيْدَلِيَّة,saydaliya,pharmacie,Ghadamès - Vocabulaire — Santé,,,
cmo8hyi62007t4ey1l5a8jcx8,ضْغَط الدَّم,DaGht ddm,tension artérielle,Ghadamès - Vocabulaire — Santé,,,
cmo8hyi62007h4ey19k1fcwkt,طْبِيب,Tbib,médecin,Ghadamès - Vocabulaire — Santé,,,
cmo8hyi62007u4ey1wdbzutej,قَيْء,qi2,vomissement,Ghadamès - Vocabulaire — Santé,,,
cmo8hyi62007g4ey14yrrpywj,مْرَض,mraD,maladie,Ghadamès - Vocabulaire — Santé,,,
cmo8hyi9b00y84ey1x42m1m3h,البحر,l-bhar,la mer,Hébron — La mer & la pêche,,,
cmo8hyi9b00yd4ey1awvnl9rx,البلاج,l-blaj,la plage,Hébron — La mer & la pêche,,,
cmo8hyi9b00y94ey1elmo4m14,الحوت,l-hout,le poisson,Hébron — La mer & la pêche,,,
cmo8hyi9b00ya4ey1zbscpf05,الصياد,s-seyyad,le pêcheur,Hébron — La mer & la pêche,,,
cmo8hyi9b00yc4ey1uy5si5g1,الفلوكة,l-flouka,la barque,Hébron — La mer & la pêche,,,
cmo8hyi9b00yb4ey1skwnh6to,المرسى,l-mersa,le port,Hébron — La mer & la pêche,,,
cmo8hyi9b00ye4ey191ugw5v1,الموجة,l-mouja,la vague,Hébron — La mer & la pêche,,,
cmo8hyi9b00yf4ey1be3b34w5,طري,tri,frais,Hébron — La mer & la pêche,,,
cmo8hyi8y00wy4ey12fhr7d31,الحناء,l-henna,le henné,Homs — Fêtes & traditions,,,
cmo8hyi8y00ww4ey1p0fnkgsu,السحور,s-shour,repas avant l'aube,Homs — Fêtes & traditions,,,
cmo8hyi8y00wt4ey1zjjuiw2z,العيد,l-3id,la fête,Homs — Fêtes & traditions,,,
cmo8hyi8y00wu4ey1t2v0x7go,رمضان,Ramadan,Ramadan,Homs — Fêtes & traditions,,,
cmo8hyi8y00wv4ey1y55lcixb,عاشوراء,3achoura,Achoura,Homs — Fêtes & traditions,,,
cmo8hyi8y00wz4ey1yh4q11bg,عيد مبارك,3id mubarak,joyeuse fête,Homs — Fêtes & traditions,,,
cmo8hyi8y00wx4ey1vjnywt8p,مبروك,mebrouk,félicitations,Homs — Fêtes & traditions,,,
cmo8hyi9b00xz4ey1zottr11o,الدربوكة,d-derbouka,darbouka,Jérusalem — La musique marocaine,,,
cmo8hyi9b00xu4ey11w1402s8,الراي,r-rai,le raï,Jérusalem — La musique marocaine,,,
cmo8hyi9b00xv4ey15qo5vhqa,الشعبي,ch-cha3bi,le chaabi,Jérusalem — La musique marocaine,,,
cmo8hyi9b00xy4ey1b2oq9uew,العود,l-3oud,oud (luth),Jérusalem — La musique marocaine,,,
cmo8hyi9b00xw4ey1redzpiv8,الملحون,l-melhoun,le melhoun,Jérusalem — La musique marocaine,,,
cmo8hyi9b00xs4ey1875el0bo,الموسيقى,l-mousiqa,la musique,Jérusalem — La musique marocaine,,,
cmo8hyi9b00xx4ey162k20onh,غنية,ghniya,chanson,Jérusalem — La musique marocaine,,,
cmo8hyi9b00xt4ey1sp2cp7zo,گناوة,Gnawa,Gnawa,Jérusalem — La musique marocaine,,,
cmo8hyi5t005b4ey1hrfomo15,حْزِين,7zin,triste,Kairouan - Vocabulaire — Émotions,,,
cmo8hyi5t005f4ey1k3smizxo,خَايَف,khayef,effrayé,Kairouan - Vocabulaire — Émotions,,,
cmo8hyi6100624ey1oec4i5br,عَيَّان,3yyan,fatigué,Kairouan - Vocabulaire — Émotions,,,
cmo8hyi61005p4ey16sps5slv,غَاضِب,ghaDib,furieux (variante),Kairouan - Vocabulaire — Émotions,,,
cmo8hyi61005w4ey1kn2689k3,فَخُور,fkhour,fier,Kairouan - Vocabulaire — Émotions,,,
cmo8hyi5t005a4ey10xuolfji,فَرْحَان,fr7an,heureux,Kairouan - Vocabulaire — Émotions,,,
cmo8hyi6100694ey1kejkewdq,فَرْحَان بْزَّاف,fr7an bzzaf,très heureux,Kairouan - Vocabulaire — Émotions,,,
cmo8hyi6100604ey179syxxxb,قَلْقَان,qlqan,anxieux,Kairouan - Vocabulaire — Émotions,,,
cmo8hyi6100654ey133hrj8ve,مَبْسُوط,mbsout,content,Kairouan - Vocabulaire — Émotions,,,
cmo8hyi5t005i4ey1ofzjfc5o,مْتْحَمَّس,mt7ammes,enthousiaste,Kairouan - Vocabulaire — Émotions,,,
cmo8hyi5t005h4ey1263dyamo,مْتْفَاجِئ,mtfaj2,surpris,Kairouan - Vocabulaire — Émotions,,,
cmo8hyi61005l4ey11px17msm,مْحْتَار,m7tar,indécis / confus,Kairouan - Vocabulaire — Émotions,,,
cmo8hyi61005s4ey1zqpdomtt,مْحْرَج,m7raj,gêné,Kairouan - Vocabulaire — Émotions,,,
cmo8hyi5t005e4ey1z24kee4g,مْرْتَاح,mrta7,soulagé / détendu,Kairouan - Vocabulaire — Émotions,,,
cmo8hyi61005x4ey15kto7a25,مْرْتَاح البَال,mrta7 lbal,tranquille d'esprit,Kairouan - Vocabulaire — Émotions,,,
cmo8hyi61006c4ey17e7jab12,مْرْتَاح بْزَّاف,mrta7 bzzaf,très à l'aise,Kairouan - Vocabulaire — Émotions,,,
cmo8hyi61005y4ey1ul5bbb1f,مَرْعُوب,mr3oub,terrifié,Kairouan - Vocabulaire — Émotions,,,
cmo8hyi61005u4ey1owyjamrr,مْسْتْحِي,msta7i,gêné / timide,Kairouan - Vocabulaire — Émotions,,,
cmo8hyi6100674ey1v1qbe6b0,مَسْرُور,msrour,content (variante),Kairouan - Vocabulaire — Émotions,,,
cmo8hyi61006h4ey1u8c3krkh,مَسْرُور بْزَّاف,msrour bzzaf,très content,Kairouan - Vocabulaire — Émotions,,,
cmo8hyi61005q4ey1b82reayl,مْشْتَاق,mchtaq,nostalgique / en manque,Kairouan - Vocabulaire — Émotions,,,
cmo8hyi5t005g4ey1dgbf95i5,مَصْدُوم,msdoum,choqué,Kairouan - Vocabulaire — Émotions,,,
cmo8hyi61006d4ey15zdyqcje,مَصْدُوم بْزَّاف,msdoum bzzaf,très choqué,Kairouan - Vocabulaire — Émotions,,,
cmo8hyi61005r4ey1t0nxcz5o,مُطْمَئِنّ,mTma2en,rassuré,Kairouan - Vocabulaire — Émotions,,,
cmo8hyi61005m4ey16yfhbx7d,مَطْمُور,mTmour,déprimé (variante),Kairouan - Vocabulaire — Émotions,,,
cmo8hyi5t005c4ey1k7nqy6tm,مْعَصَّب,m3aSSeb,énervé,Kairouan - Vocabulaire — Émotions,,,
cmo8hyi61006a4ey14my2taog,مْعَصَّب بْزَّاف,m3aSSeb bzzaf,très énervé,Kairouan - Vocabulaire — Émotions,,,
cmo8hyi61005n4ey1woevlx5c,مَغْتَاظ,mghTaD,furieux,Kairouan - Vocabulaire — Émotions,,,
cmo8hyi6100684ey1ukgj2rbk,مْغْرَم,mghram,amoureux,Kairouan - Vocabulaire — Émotions,,,
cmo8hyi61005o4ey1f065xc3q,مَغْضُوب,mghDoub,fâché,Kairouan - Vocabulaire — Émotions,,,
cmo8hyi61006g4ey18daolm54,مَغْضُوب بْزَّاف,mghDoub bzzaf,très fâché,Kairouan - Vocabulaire — Émotions,,,
cmo8hyi5t005j4ey1jox0xse3,مْفَاجِئ,mfaji2,surpris (variante),Kairouan - Vocabulaire — Émotions,,,
cmo8hyi61006e4ey1suwx5dea,مْفَاجِئ بْزَّاف,mfaji2 bzzaf,très surpris,Kairouan - Vocabulaire — Émotions,,,
cmo8hyi61005v4ey1v1p6evpe,مَفْتَخَر,mftakhr,fier (variante),Kairouan - Vocabulaire — Émotions,,,
cmo8hyi61006i4ey15x510u67,مَفْتَخَر بْزَّاف,mftakhr bzzaf,très fier,Kairouan - Vocabulaire — Émotions,,,
cmo8hyi5t005d4ey1fga9t0z0,مْقَلَّق,mqelleq,agacé / contrarié / stressé,Kairouan - Vocabulaire — Émotions,,,
cmo8hyi61006b4ey136lm5kh4,مْقَلَّق بْزَّاف,mqelleq bzzaf,très inquiet,Kairouan - Vocabulaire — Émotions,,,
cmo8hyi6100634ey1sykyygb2,مَقْلُوع,mqlou3,épuisé,Kairouan - Vocabulaire — Émotions,,,
cmo8hyi61006f4ey1ginmuknm,مَقْلُوع بْزَّاف,mqlou3 bzzaf,très fatigué,Kairouan - Vocabulaire — Émotions,,,
cmo8hyi61005k4ey1uy7sk8lp,مْكْتَئِب,mkta2eb,déprimé,Kairouan - Vocabulaire — Émotions,,,
cmo8hyi6100664ey1h9g7hte0,مْكَرَّه,mkrrh,dégoûté,Kairouan - Vocabulaire — Émotions,,,
cmo8hyi6100644ey1mnjjtcku,مْكْسَل,mksel,paresseux,Kairouan - Vocabulaire — Émotions,,,
cmo8hyi61005t4ey1ixdv5qve,مَكْسُوف,mksouf,gêné / honteux,Kairouan - Vocabulaire — Émotions,,,
cmo8hyi61006j4ey1s6cx2n8f,مَكْسُوف بْزَّاف,mksouf bzzaf,très gêné,Kairouan - Vocabulaire — Émotions,,,
cmo8hyi61005z4ey1xfrr06ql,مْلْيَان طَاقَة,mlyan Taqa,plein d'énergie,Kairouan - Vocabulaire — Émotions,,,
cmo8hyi6100614ey1oy2lye3d,نَشْطَان,nchTan,énergique,Kairouan - Vocabulaire — Émotions,,,
cmo8hyi8y00vy4ey1tc8txcjb,أتاي,atay,thé,Kerbala — Au restaurant,,,
cmo8hyi8y00w04ey1u7qgrust,الحساب,l-hsab,l'addition,Kerbala — Au restaurant,,,
cmo8hyi8y00w14ey1lamjc7cf,الخبز,l-khobz,pain,Kerbala — Au restaurant,,,
cmo8hyi8y00w24ey1sgmj4tn7,القهوة,l-qahwa,café,Kerbala — Au restaurant,,,
cmo8hyi8y00vz4ey1qcdmghea,الماء,l-ma,eau,Kerbala — Au restaurant,,,
cmo8hyi8y00w44ey1ibsl9nds,بصحتك,b-sshtek,à ta santé / bon appétit,Kerbala — Au restaurant,,,
cmo8hyi8y00w34ey1b39zsks4,بغيت,bghit,je veux,Kerbala — Au restaurant,,,
cmo8hyi8y00vx4ey1r5cwnvqt,طاجين,tajin,tajine,Kerbala — Au restaurant,,,
cmo8hyi6a009x4ey1larc5gqz,إِنْتَرْنِت,internet,internet,Khartoum - Vocabulaire — Technologie,,,
cmo8hyi6a00a04ey11fsib1uq,بَرْنَامَج,barnamaj,logiciel,Khartoum - Vocabulaire — Technologie,,,
cmo8hyi6a00a94ey1ho7n9w7d,بَطَّارِيَّة,baTTariya,batterie,Khartoum - Vocabulaire — Technologie,,,
cmo8hyi6a009z4ey1km59tzir,تَطْبِيق,tatbiq,application,Khartoum - Vocabulaire — Technologie,,,
cmo8hyi6a009q4ey16dwq90mg,تِكْنُولُوجْيَا,tiknolojia,technologie,Khartoum - Vocabulaire — Technologie,,,
cmo8hyi6a009t4ey1tcpy4oer,تِلِيفُون,tilifun,téléphone,Khartoum - Vocabulaire — Technologie,,,
cmo8hyi6a009r4ey1mtedy69b,حَاسُوب,7asoub,ordinateur,Khartoum - Vocabulaire — Technologie,,,
cmo8hyi6a00a24ey1pug7y1xi,خَازِن,khazen,stockage,Khartoum - Vocabulaire — Technologie,,,
cmo8hyi6a009u4ey1dvvssy3p,سْمَارْتْفُون,smartfon,smartphone,Khartoum - Vocabulaire — Technologie,,,
cmo8hyi6a00a34ey1laf8z1sq,سِيرْفَر,server,serveur,Khartoum - Vocabulaire — Technologie,,,
cmo8hyi6a00a74ey10cudqnzi,شَاحِن,cha7en,chargeur,Khartoum - Vocabulaire — Technologie,,,
cmo8hyi6a00a54ey1cfc5ggom,شَاشَة,chacha,écran,Khartoum - Vocabulaire — Technologie,,,
cmo8hyi6a009y4ey1ybfuyblt,شَبَكَة,chabka,réseau,Khartoum - Vocabulaire — Technologie,,,
cmo8hyi6a009v4ey1b78pscap,طَابْلِيت,tablette,tablette,Khartoum - Vocabulaire — Technologie,,,
cmo8hyi6a00a84ey10dn10y7m,فَأْرَة,fa2ra,souris,Khartoum - Vocabulaire — Technologie,,,
cmo8hyi6a00a44ey1wdmot8g5,كْلَاوُد,cloud,cloud,Khartoum - Vocabulaire — Technologie,,,
cmo8hyi6a00a64ey15mptgxgo,كِيبُورْد,keyboard,clavier,Khartoum - Vocabulaire — Technologie,,,
cmo8hyi6a009s4ey1h56klhox,لَابْ تُوب,labtop,ordinateur portable,Khartoum - Vocabulaire — Technologie,,,
cmo8hyi6a00a14ey1ksoxk42i,مْلَف,mlaf,fichier,Khartoum - Vocabulaire — Technologie,,,
cmo8hyi6a009w4ey1ecklp4qq,وَايْ فَايْ,wifi,wifi,Khartoum - Vocabulaire — Technologie,,,
cmo8hyi8600r24ey1pckhfqx3,أَنَا بْغِيت,ana bghit,j'ai voulu,Koweït City - Vocabulaire — Conjugaison,,,
