id,darija,translit_darija,fr,module,msa,translit_msa,notes
cmo8hyi7r00ms4ey10rpqan17,بْالزَّرْبَة,bzzrba,vite / rapidement,Doha - Vocabulaire — Expressions,بِسُرْعَةٍ,bi-surʿatin,
cmo8hyi7r00n04ey1irod5p9c,بْالصَحّ,bssa7,vraiment,Doha - Vocabulaire — Expressions,حَقًّا,ḥaqqan,
cmo8hyi7e00kh4ey1waa6378x,بَالصْحَّة,bssa7a,bon appétit / félicitations,Doha - Vocabulaire — Expressions,بِالصِّحَّةِ,bi-ṣ-ṣiḥḥati,
cmo8hyi7d00k24ey1itu8m43o,بَرَّد شْوِيَة,brrd chwiya,refroidis-toi / calme-toi,Doha - Vocabulaire — Expressions,اُهْدَأْ قَلِيلًا,uhdaʾ qalīlan,
cmo8hyi7r00mm4ey1dgwhkj5g,بْزَّاف,bzzaf,beaucoup / trop,Doha - Vocabulaire — Expressions,كَثِيرًا,kathīran,
cmo8hyi7e00ly4ey1rwuinpkh,بِسْمِ اللّٰه,bismillah,au nom de Dieu,Doha - Vocabulaire — Expressions,بِسْمِ اللَّهِ,bi-smi allāhi,
cmo8hyi7d00jj4ey19j5amp44,بْغِيت نْمْشِي,bghit nmchi,je veux partir,Doha - Vocabulaire — Expressions,أُرِيدُ أَنْ أَذْهَبَ,urīdu an adhhaba,
cmo8hyi7r00mt4ey127v3bfhc,بْلَا مَا,bla ma,pas besoin de,Doha - Vocabulaire — Expressions,لَا دَاعِيَ لِ,lā dāʿiya li,
cmo8hyi7e00kg4ey120m6wrx3,تْفَضَّل,tfaddal,tiens / vas-y,Doha - Vocabulaire — Expressions,تَفَضَّلْ,tafaḍḍal,
cmo8hyi7e00ky4ey1savlex1o,تْوَحَّشْنَاكُم,twa7chnaakom,vous nous avez manqué,Doha - Vocabulaire — Expressions,اِشْتَقْنَا إِلَيْكُمْ,ishtaqnā ilaykum,
cmo8hyi7d00k44ey1cs0vi3y1,جْمَع دَاكْشِي,jme3 dakchi,range ça,Doha - Vocabulaire — Expressions,رَتِّبْ ذَلِكَ,rattib dhālika,
cmo8hyi7d00k14ey143tvf4fx,حَلّ الشَّرْجَم,7ell cherrjm,ouvre la fenêtre,Doha - Vocabulaire — Expressions,اِفْتَحِ النَّافِذَةَ,iftaḥi an-nāfidhata,
cmo8hyi7r00mu4ey1zcxqa2hn,حِيت,7it,parce que,Doha - Vocabulaire — Expressions,لِأَنَّ,li-anna,
cmo8hyi7r00n54ey12tgg4si1,دَابَا دَابَا,daba daba,tout de suite,Doha - Vocabulaire — Expressions,الآنَ حَالًا,al-āna ḥālan,
cmo8hyi7d00ju4ey19uxieuqj,دَابَا نْجِي,daba nji,j'arrive,Doha - Vocabulaire — Expressions,سَآتِي حَالًا,sa-ātī ḥālan,
cmo8hyi7r00mv4ey1ua0qlh3m,دَاكْشِي,dakchi,ce truc-là,Doha - Vocabulaire — Expressions,ذَلِكَ الشَّيْءُ,dhālika ash-shayʾu,
cmo8hyi7d00jn4ey1qmnuf33u,دِير عَقْلَك,dir 3qlak,sois raisonnable,Doha - Vocabulaire — Expressions,كُنْ عَاقِلًا,kun ʿāqilan,
cmo8hyi7e00k94ey1s40eakw3,دِير لِيَّا هَاد الخِدْمَة,dir liya had lkhidma,fais-moi ce travail,Doha - Vocabulaire — Expressions,اِفْعَلْ لِي هَذَا العَمَلَ,ifʿal lī hādhā al-ʿamala,
cmo8hyi7d00jl4ey1fr7415lq,رْجَع عَنْدِي,rja3 3ndi,reviens vers moi,Doha - Vocabulaire — Expressions,اِرْجِعْ إِلَيَّ,irjiʿ ilayya,
cmo8hyi7e00k74ey1fur15bxe,رْجَع فَاش تْبْغِي,rja3 fach tbghi,reviens quand tu veux,Doha - Vocabulaire — Expressions,اِرْجِعْ مَتَى شِئْتَ,irjiʿ matā shiʾta,
cmo8hyi7q00mk4ey1jt946hvw,زْوِين بْزَّاف,zwine bzzaf,trop stylé,Doha - Vocabulaire — Expressions,جَمِيلٌ جِدًّا,jamīlun jiddan,
cmo8hyi7e00m24ey132gyr9qx,سُبْحَانَ اللّٰه,sob7an allah,gloire à Dieu,Doha - Vocabulaire — Expressions,سُبْحَانَ اللَّهِ,subḥāna allāhi,
cmo8hyi7d00k34ey13rnvg6k0,سَخَّن المَاكْلَة,skhhen lmakla,réchauffe la nourriture,Doha - Vocabulaire — Expressions,سَخِّنِ الطَّعَامَ,sakhkhini aṭ-ṭaʿāma,
cmo8hyi7d00jz4ey1vf15p497,سَدّ البَاب,sedd lbab,ferme la porte,Doha - Vocabulaire — Expressions,أَغْلِقِ البَابَ,aghliqi al-bāba,
cmo8hyi7e00kc4ey167lqfak3,سْمَح لِيَّا,sme7 lia,pardon / excuse-moi,Doha - Vocabulaire — Expressions,سَامِحْنِي,sāmiḥnī,
cmo8hyi7e00kv4ey18qvl64a7,سْمَح لِيَّا إِلَا غْلَطْت,sme7 liya ila ghelTt,pardon si j'ai fauté,Doha - Vocabulaire — Expressions,سَامِحْنِي إِنْ أَخْطَأْتُ,sāmiḥnī in akhṭaʾtu,
cmo8hyi7r00n64ey1s7shtt1r,سْمَح لِيَّا خُويَا,sme7 liya khouya,désolé frère,Doha - Vocabulaire — Expressions,سَامِحْنِي يَا أَخِي,sāmiḥnī yā akhī,
cmo8hyi7e00ko4ey1tnvw9afy,سْمَح لِيَّا عْلَى التَّأْخِير,sme7 liya 3la tta2khir,désolé pour le retard,Doha - Vocabulaire — Expressions,سَامِحْنِي عَلَى التَّأْخِيرِ,sāmiḥnī ʿalā at-taʾkhīri,
cmo8hyi7d00jr4ey1h4rl552k,سْمَعْتَك,sme3tk,je t'ai entendu,Doha - Vocabulaire — Expressions,سَمِعْتُكَ,samiʿtuka,
cmo8hyi7d00jm4ey1qagaa4k0,سِير بْشْوِيَة,sir bchwiya,vas-y doucement,Doha - Vocabulaire — Expressions,سِرْ بِبُطْءٍ,sir bi-buṭʾin,
cmo8hyi7e00k84ey1dbbl39ra,سِير فْحَالَك,sir f7alak,pars / va-t'en,Doha - Vocabulaire — Expressions,اِذْهَبْ فِي حَالِكَ,idhhab fī ḥālika,
cmo8hyi7d00ji4ey19tp8egru,شْحَال السَّاعَة؟,ch7al ssa3a?,quelle heure est-il ?,Doha - Vocabulaire — Expressions,كَمِ السَّاعَةُ؟,kami as-sāʿatu?,
cmo8hyi7e00lc4ey17ch13yag,شْحَال بْغِيتِي؟,ch7al bghiti?,combien veux-tu ?,Doha - Vocabulaire — Expressions,كَمْ تُرِيدُ؟,kam turīdu?,
cmo8hyi7e00lq4ey14sjvcam5,شْحَال خَاصَّك؟,ch7al khask?,de combien as-tu besoin ?,Doha - Vocabulaire — Expressions,كَمْ تَحْتَاجُ؟,kam taḥtāju?,
cmo8hyi7e00lj4ey1ybm7770n,شْحَال دَازَت؟,ch7al dazet?,combien de temps est passé ?,Doha - Vocabulaire — Expressions,كَمْ مَضَى مِنَ الوَقْتِ؟,kam maḍā mina al-waqti?,
cmo8hyi7e00l54ey1i0y1x4xv,شْحَال فْعُمْرَك؟,ch7al f3omrk?,quel âge as-tu ?,Doha - Vocabulaire — Expressions,كَمْ عُمْرُكَ؟,kam ʿumruka?,
cmo8hyi7d00jk4ey14xnwo2xk,شْحَال هَادِي؟,ch7al hadi?,combien ça coûte ?,Doha - Vocabulaire — Expressions,بِكَمْ هَذِهِ؟,bi-kam hādhihi?,
cmo8hyi7e00ka4ey10juv7bjm,شُكْرًا,choukran,merci,Doha - Vocabulaire — Expressions,شُكْرًا,shukran,
cmo8hyi7e00kn4ey1mebcfngr,شُكْرًا بْزَّاف,choukran bzzaf,merci beaucoup,Doha - Vocabulaire — Expressions,شُكْرًا جَزِيلًا,shukran jazīlan,
cmo8hyi7r00mp4ey11xkq76p8,شْكُون,chkoun,qui,Doha - Vocabulaire — Expressions,مَنْ,man,
cmo8hyi7e00lv4ey1edty1ang,شْكُون المَسْؤُول؟,chkoun lms2oul?,qui est responsable ?,Doha - Vocabulaire — Expressions,مَنِ المَسْؤُولُ؟,mani al-masʾūlu?,
cmo8hyi7e00lh4ey1zyi4r237,شْكُون قَال لِيك؟,chkoun gal lik?,qui t'a dit ça ?,Doha - Vocabulaire — Expressions,مَنْ قَالَ لَكَ؟,man qāla laka?,
cmo8hyi7e00la4ey1wrdq6lis,شْكُون مْعَاك؟,chkoun m3ak?,qui est avec toi ?,Doha - Vocabulaire — Expressions,مَنْ مَعَكَ؟,man maʿaka?,
cmo8hyi7e00lo4ey1tzowdpe2,شْكُون نَادَى عْلِيك؟,chkoun nada 3lik?,qui t'a appelé ?,Doha - Vocabulaire — Expressions,مَنْ نَادَاكَ؟,man nādāka?,
cmo8hyi7r00mq4ey1fb19xiqk,شْنُو,chnou,quoi,Doha - Vocabulaire — Expressions,مَاذَا,mādhā,
cmo8hyi7e00lm4ey1bx7gldjb,شْنُو بْغِيتِي دَابَا؟,chnou bghiti daba?,que veux-tu maintenant ?,Doha - Vocabulaire — Expressions,مَاذَا تُرِيدُ الآنَ؟,mādhā turīdu al-āna?,
cmo8hyi7e00l34ey18ecprrjv,شْنُو سْمِيتَك؟,chnou smitk?,comment tu t'appelles ?,Doha - Vocabulaire — Expressions,مَا اِسْمُكَ؟,mā ismuka?,
cmo8hyi7e00l74ey10ku7eukv,شْنُو كَتْخَدَّم؟,chnou katkhddem?,quel est ton travail ?,Doha - Vocabulaire — Expressions,مَا عَمَلُكَ؟,mā ʿamaluka?,
cmo8hyi7d00jg4ey1h5ijlpp7,شْنُو كَتْدِير؟,chnou katdir?,que fais-tu ?,Doha - Vocabulaire — Expressions,مَاذَا تَفْعَلُ؟,mādhā tafʿalu?,
cmo8hyi7e00lt4ey1ll2k7znz,شْنُو نْقْدَر نْدِير لِيك؟,chnou nqdr ndir lik?,que puis-je faire pour toi ?,Doha - Vocabulaire — Expressions,مَاذَا يُمْكِنُنِي أَنْ أَفْعَلَ لَكَ؟,mādhā yumkinunī an afʿala laka?,
cmo8hyi7e00lg4ey1e79luxop,شْنُو وْقَع؟,chnou wqa3?,que s'est-il passé ?,Doha - Vocabulaire — Expressions,مَاذَا حَدَثَ؟,mādhā ḥadatha?,
cmo8hyi7r00mn4ey1x6zn30u1,شْوِيَة,chwiya,un peu,Doha - Vocabulaire — Expressions,قَلِيلًا,qalīlan,
cmo8hyi7r00n74ey1zr25y749,شْوِيَة بْشْوِيَة,chwiya bchwiya,doucement / petit à petit,Doha - Vocabulaire — Expressions,شَيْئًا فَشَيْئًا,shayʾan fa-shayʾan,
cmo8hyi7q00mj4ey1iqhqrna2,صَافِي,safi,c'est bon / stop,Doha - Vocabulaire — Expressions,كَفَى,kafā,
cmo8hyi7d00jv4ey1twt6s01u,صْبَر مْعَايَا,sber m3aya,sois patient avec moi,Doha - Vocabulaire — Expressions,اِصْبِرْ مَعِي,iṣbir maʿī,
cmo8hyi7d00js4ey1d78totvc,عَاوَد مْن الأَوَّل,3awd mn luwel,répète depuis le début,Doha - Vocabulaire — Expressions,أَعِدْ مِنَ البِدَايَةِ,aʿid mina al-bidāyati,
cmo8hyi7r00n14ey1yz5lau41,عْجْبْنِي الحَال,3jbni l7al,j'aime bien ça,Doha - Vocabulaire — Expressions,أَعْجَبَنِي الأَمْرُ,aʿjabanī al-amru,
cmo8hyi7d00jy4ey1r7a2klxf,عْطِينِي دْقِيقَة,3tini d9i9a,donne-moi une minute,Doha - Vocabulaire — Expressions,أَعْطِنِي دَقِيقَةً,aʿṭinī daqīqatan,
cmo8hyi7e00kb4ey14ybrfy2g,عْفَاك,3afak,s'il te plaît,Doha - Vocabulaire — Expressions,مِنْ فَضْلِكَ,min faḍlika,
cmo8hyi7r00mo4ey1y576herr,عْلَاش,3lach,pourquoi,Doha - Vocabulaire — Expressions,لِمَاذَا,li-mādhā,
cmo8hyi7e00l84ey1fkb0hdxo,عْلَاش دَرْتِي هَادْشِي؟,3lach drti hadchi?,pourquoi as-tu fait ça ?,Doha - Vocabulaire — Expressions,لِمَاذَا فَعَلْتَ هَذَا؟,li-mādhā faʿalta hādhā?,
cmo8hyi7e00ln4ey1msgsb0oo,عْلَاش سَاكِت؟,3lach saket?,pourquoi tu te tais ?,Doha - Vocabulaire — Expressions,لِمَاذَا أَنْتَ صَامِتٌ؟,li-mādhā anta ṣāmitun?,
cmo8hyi7e00lr4ey12fiinkn6,عْلَاش مَاجَاوَبْتِيش؟,3lach majawbtich?,pourquoi n'as-tu pas répondu ?,Doha - Vocabulaire — Expressions,لِمَاذَا لَمْ تُجِبْ؟,li-mādhā lam tujib?,
cmo8hyi7e00lu4ey1h6en8w4y,عْلَاش مْسْتَعْجِل؟,3lach msta3jl?,pourquoi es-tu pressé ?,Doha - Vocabulaire — Expressions,لِمَاذَا أَنْتَ مُسْتَعْجِلٌ؟,li-mādhā anta mustaʿjilun?,
cmo8hyi7e00le4ey1k6fzqqvc,عَنْدَك شِي مُشْكِل؟,3ndk chi mochkil?,as-tu un problème ?,Doha - Vocabulaire — Expressions,هَلْ لَدَيْكَ مُشْكِلَةٌ؟,hal ladayka mushkilatun?,
cmo8hyi7d00jo4ey1pkeounvb,عَنْدِي شْغَل,3ndi chghol,j'ai du travail,Doha - Vocabulaire — Expressions,لَدَيَّ عَمَلٌ,ladayya ʿamalun,
cmo8hyi7e00lb4ey1bdf4tghb,فَاش كَتْفَكَّر؟,fach katfkkar?,à quoi penses-tu ?,Doha - Vocabulaire — Expressions,فِيمَ تُفَكِّرُ؟,fī-ma tufakkiru?,
cmo8hyi7e00lk4ey19ydw3lvv,فَاش نْعَاوْنَك؟,fach n3awnk?,comment puis-je t'aider ?,Doha - Vocabulaire — Expressions,كَيْفَ أُسَاعِدُكَ؟,kayfa usāʿiduka?,
cmo8hyi7e00lf4ey10nscb03z,فِين بْغِيتِينِي نْمْشِي؟,fin bghitini nmchi?,où veux-tu que j'aille ?,Doha - Vocabulaire — Expressions,أَيْنَ تُرِيدُنِي أَنْ أَذْهَبَ؟,ayna turīdunī an adhhaba?,
cmo8hyi7e00l64ey1wfl0avcy,فِين سَاكِن؟,fin sakin?,où habites-tu ?,Doha - Vocabulaire — Expressions,أَيْنَ تَسْكُنُ؟,ayna taskunu?,
cmo8hyi7d00jh4ey1a8oiewih,فِين غَادِي؟,fin ghadi?,où vas-tu ?,Doha - Vocabulaire — Expressions,إِلَى أَيْنَ تَذْهَبُ؟,ilā ayna tadhhabu?,
cmo8hyi7e00ls4ey1b0ss5bhe,فِين غَادِيِّين؟,fin ghadiyin?,où allons-nous ?,Doha - Vocabulaire — Expressions,إِلَى أَيْنَ نَذْهَبُ؟,ilā ayna nadhhabu?,
cmo8hyi7e00lp4ey1uoop9isq,فِين كْنْتِي؟,fin knti?,où étais-tu ?,Doha - Vocabulaire — Expressions,أَيْنَ كُنْتَ؟,ayna kunta?,
cmo8hyi7e00ll4ey1c7dizvdd,فِين لْقِيتِيه؟,fin lqitih?,où l'as-tu trouvé ?,Doha - Vocabulaire — Expressions,أَيْنَ وَجَدْتَهُ؟,ayna wajadtahu?,
cmo8hyi7d00jx4ey1spkmz5ui,كَايْن وَلَّا مَاكَايْنْش؟,kayen wla makaynch?,y en a ou pas ?,Doha - Vocabulaire — Expressions,هَلْ يُوجَدُ أَمْ لَا؟,hal yūjadu am lā?,
cmo8hyi7r00mr4ey1xddmkjsd,كِيفَاش,kifach,comment,Doha - Vocabulaire — Expressions,كَيْفَ,kayfa,
cmo8hyi7e00l94ey1a0pxsfl4,كِيفَاش دَرْتِيهَا؟,kifach drtiha?,comment as-tu fait ?,Doha - Vocabulaire — Expressions,كَيْفَ فَعَلْتَهَا؟,kayfa faʿaltahā?,
cmo8hyi7e00km4ey13hqjjxse,لِيلَة سْعِيدَة,lila s3ida,bonne nuit,Doha - Vocabulaire — Expressions,لَيْلَةً سَعِيدَةً,laylatan saʿīdatan,
cmo8hyi7e00m34ey11bvegcn1,مَا شَاءَ اللّٰه,ma cha allah,ce que Dieu a voulu,Doha - Vocabulaire — Expressions,مَا شَاءَ اللَّهُ,mā shāʾa allāhu,
cmo8hyi7r00n24ey1gkzvbbz4,مَا عْجْبْنِيش,ma 3jbnich,je n'aime pas,Doha - Vocabulaire — Expressions,لَمْ يُعْجِبْنِي,lam yuʿjibnī,
cmo8hyi7d00jp4ey1i4wfxwtq,مَا عَنْدِيش الوَقْت,ma 3ndich lwa9t,je n'ai pas le temps,Doha - Vocabulaire — Expressions,لَيْسَ لَدَيَّ الوَقْتُ,laysa ladayya al-waqtu,
cmo8hyi7d00jq4ey13482vjpd,مَا فْهَمْتْش,ma fhemtch,je n'ai pas compris,Doha - Vocabulaire — Expressions,لَمْ أَفْهَمْ,lam afham,
cmo8hyi7d00jw4ey1qq3l6map,مَاشِي مُشْكِل,machi mochkil,pas de problème,Doha - Vocabulaire — Expressions,لَيْسَ مُشْكِلَةً,laysa mushkilatan,
cmo8hyi7r00n84ey14k9s3xfi,مَاكَايْن بَاس,makayn bass,pas de souci,Doha - Vocabulaire — Expressions,لَا بَأْسَ,lā baʾsa,
cmo8hyi7e00kf4ey1cvtajj2v,مَرْحْبَا,mar7ba,bienvenue,Doha - Vocabulaire — Expressions,مَرْحَبًا,marḥaban,
cmo8hyi7e00kq4ey1p8shbm33,مَرْحْبَا بِيك,mar7ba bik,sois le bienvenu,Doha - Vocabulaire — Expressions,مَرْحَبًا بِكَ,marḥaban bika,
cmo8hyi7e00l04ey1krkpu0wd,مَرْحْبَا بِيكُم,mar7ba bikom,bienvenue à vous,Doha - Vocabulaire — Expressions,مَرْحَبًا بِكُمْ,marḥaban bikum,
cmo8hyi7e00ku4ey1qazoypzt,مَرْحْبَا فْ أَيّ وَقْت,mar7ba f ay waqt,bienvenue à tout moment,Doha - Vocabulaire — Expressions,مَرْحَبًا فِي أَيِّ وَقْتٍ,marḥaban fī ayyi waqtin,
cmo8hyi7r00n34ey17ac1oyer,مْزْيَان,mzian,bien / bon,Doha - Vocabulaire — Expressions,جَيِّد,jayyid,
cmo8hyi7e00kl4ey1x6kl7qkw,مْعَ السْلَامَة,m3a ssalama,au revoir,Doha - Vocabulaire — Expressions,مَعَ السَّلَامَةِ,maʿa as-salāmati,
cmo8hyi7e00l44ey1ivnjvcjz,مْنِين نْتَا؟,mnin nta?,d'où viens-tu ?,Doha - Vocabulaire — Expressions,مِنْ أَيْنَ أَنْتَ؟,min ayna anta?,
cmo8hyi7r00mz4ey11j79vqb8,نَارِي,nari,oh mon Dieu / wow,Doha - Vocabulaire — Expressions,يَا إِلَهِي,yā ilāhī,
cmo8hyi7e00kk4ey16gwey7c4,نْهَار مَبْرُوك,nhar mbrouk,bonne journée,Doha - Vocabulaire — Expressions,نَهَارٌ مُبَارَكٌ,nahārun mubārakun,
cmo8hyi7e00k54ey1hpp5x3g7,نُوض نْخَدْمُو,noud nkhdmo,"allez, on travaille",Doha - Vocabulaire — Expressions,هَيَّا بِنَا لِلْعَمَلِ,hayyā binā li-l-ʿamali,
cmo8hyi7d00k04ey1al4f89sb,نُوض نُوض,noud noud,lève-toi,Doha - Vocabulaire — Expressions,قُمْ قُمْ,qum qum,
cmo8hyi7r00mx4ey1t65ltmkk,هَادَاك,hadak,celui-là,Doha - Vocabulaire — Expressions,ذَاكَ,dhāka,
cmo8hyi7r00mw4ey1lvfx1b61,هَادِيك,hadik,celle-là,Doha - Vocabulaire — Expressions,تِلْكَ,tilka,
cmo8hyi7e00lx4ey1vokjq2cc,وَ عَلَيْكُم السَّلَام,wa 3likom salam,bonjour (réponse),Doha - Vocabulaire — Expressions,وَعَلَيْكُمُ السَّلَامُ,wa-ʿalaykumu as-salāmu,
cmo8hyi7q00mi4ey149pqlfcv,وَاخَا,wakha,ok / d'accord,Doha - Vocabulaire — Expressions,حَسَنًا,ḥasanan,
cmo8hyi7r00n44ey1qx70l0yg,وَاخَا نْزِيدَك,wakha nzidk,ok je t'explique plus,Doha - Vocabulaire — Expressions,حَسَنًا سَأَشْرَحُ لَكَ المَزِيدَ,ḥasanan sa-ashraḥu laka al-mazīda,
cmo8hyi7r00my4ey1odsu2yhf,وَاش بْصَحّ,wach bssa7,sérieux ?,Doha - Vocabulaire — Expressions,حَقًّا,ḥaqqan,
cmo8hyi7e00li4ey1woyw04kb,وَاش بْصَحّ؟,wach bssa7?,vraiment ?,Doha - Vocabulaire — Expressions,حَقًّا؟,ḥaqqan?,
cmo8hyi7e00ld4ey1w4njjanh,وَاش فْهَمْتِي؟,wach fhemt?,tu as compris ?,Doha - Vocabulaire — Expressions,هَلْ فَهِمْتَ؟,hal fahimta?,
cmo8hyi7r00ml4ey1l65sr3pc,وَاعْر,wa3r,incroyable / trop fort,Doha - Vocabulaire — Expressions,مُذْهِل,mudhhil,
cmo8hyi7400is4ey1x6spjkq5,اسْتَثْمَر,stathmar,investir,Dubaï - Vocabulaire — Verbes,اِسْتَثْمَرَ,istathmara,
cmo8hyi7400io4ey1agbt3584,اسْتْفَد,stafed,profiter / bénéficier,Dubaï - Vocabulaire — Verbes,اِسْتَفَادَ,istafāda,
cmo8hyi7400ih4ey1hz73bzq5,اقْتَرَح,qtar7,proposer,Dubaï - Vocabulaire — Verbes,اِقْتَرَحَ,iqtaraḥa,
cmo8hyi7400hs4ey1it8m65kh,بْدَا,bda,commencer,Dubaï - Vocabulaire — Verbes,بَدَأَ,badaʾa,
cmo8hyi7400i34ey1eyxcsafu,بْعَد,b3ed,s'éloigner,Dubaï - Vocabulaire — Verbes,اِبْتَعَدَ,ibtaʿada,
cmo8hyi7300gz4ey1auzn3qw0,بْغَى,bgha,vouloir,Dubaï - Vocabulaire — Verbes,أَرَادَ,arāda,
cmo8hyi7400hf4ey14e439629,بْكَى,bka,pleurer,Dubaï - Vocabulaire — Verbes,بَكَى,bakā,
cmo8hyi7400ij4ey1gfuij756,تَأَكَّد,ta2akkad,vérifier / s'assurer,Dubaï - Vocabulaire — Verbes,تَأَكَّدَ,taʾakkada,
cmo8hyi7400in4ey1uslmbo18,تْجَاهَل,tjahl,ignorer,Dubaï - Vocabulaire — Verbes,تَجَاهَلَ,tajāhala,
cmo8hyi7400i94ey1ieddp907,تْخَطَّى,tkhTTa,franchir / dépasser,Dubaï - Vocabulaire — Verbes,تَخَطَّى,takhaṭṭā,
cmo8hyi7400i64ey1dype438t,تْرَاجَع,traja3,reculer,Dubaï - Vocabulaire — Verbes,تَرَاجَعَ,tarājaʿa,
cmo8hyi7400ia4ey11uohr5id,تْزَحْلَق,tz7lq,glisser,Dubaï - Vocabulaire — Verbes,اِنْزَلَقَ,inzalaqa,
cmo8hyi7400i84ey1pn5belnx,تْسَرَّح,tsarra7,se balader,Dubaï - Vocabulaire — Verbes,تَنَزَّهَ,tanazzaha,
cmo8hyi7400ho4ey1mkfbluyo,تْسَنَّى,tsenna,attendre,Dubaï - Vocabulaire — Verbes,اِنْتَظَرَ,intaẓara,
cmo8hyi7400iq4ey11kr50rdm,تْعَمَّق,t3ammaq,approfondir,Dubaï - Vocabulaire — Verbes,تَعَمَّقَ,taʿammaqa,
cmo8hyi7400ii4ey1g5qaavwf,تْفَاوَض,tfawDe,négocier,Dubaï - Vocabulaire — Verbes,تَفَاوَضَ,tafāwaḍa,
cmo8hyi7400i54ey1c38jdswc,تْقَدَّم,tqaddem,avancer,Dubaï - Vocabulaire — Verbes,تَقَدَّمَ,taqaddama,
cmo8hyi7400im4ey1io7vffu5,تْكَيَّف,takyaf,s'adapter,Dubaï - Vocabulaire — Verbes,تَكَيَّفَ,takayyafa,
cmo8hyi7400hk4ey1ota9kohh,تْلَاقَى,tlaqa,rencontrer,Dubaï - Vocabulaire — Verbes,اِلْتَقَى,iltaqā,
cmo8hyi7400ik4ey1tfhsk4z1,تْوَاصَل,twaSal,communiquer,Dubaï - Vocabulaire — Verbes,تَوَاصَلَ,tawāṣala,
cmo8hyi7400ir4ey1irvkip8n,تْوَقَّع,twaqqa3,prévoir / anticiper,Dubaï - Vocabulaire — Verbes,تَوَقَّعَ,tawaqqaʿa,
cmo8hyi7300gu4ey17947ncrz,جَا,ja,venir,Dubaï - Vocabulaire — Verbes,جَاءَ,jāʾa,
cmo8hyi7300gv4ey1pcnu8olx,جَاب,jab,apporter,Dubaï - Vocabulaire — Verbes,أَحْضَرَ,aḥḍara,
cmo8hyi7400hj4ey1ta5lrdcz,جَاوَب,jawb,répondre,Dubaï - Vocabulaire — Verbes,أَجَابَ,ajāba,
cmo8hyi7400hd4ey1xegcqnhl,جْلَس,jless,s'asseoir,Dubaï - Vocabulaire — Verbes,جَلَسَ,jalasa,
cmo8hyi7400it4ey12siwaks2,حَلّ,7ell,résoudre,Dubaï - Vocabulaire — Verbes,حَلَّ,ḥalla,
cmo8hyi7400ic4ey14kz8y5qt,حَلَّل,7allel,analyser,Dubaï - Vocabulaire — Verbes,حَلَّلَ,ḥallala,
cmo8hyi7400hq4ey1i4yistkc,خَاف,khaf,avoir peur,Dubaï - Vocabulaire — Verbes,خَافَ,khāfa,
cmo8hyi7400hc4ey1alr0s30t,خْدَم,khddem,travailler,Dubaï - Vocabulaire — Verbes,عَمِلَ,ʿamila,
cmo8hyi7300gw4ey1dti1b0xs,خْذَا,khda,prendre,Dubaï - Vocabulaire — Verbes,أَخَذَ,akhadha,
cmo8hyi7400id4ey11vs9u4be,خَطَّط,khaTTaT,planifier,Dubaï - Vocabulaire — Verbes,خَطَّطَ,khaṭṭaṭa,
cmo8hyi7400hn4ey1pvnn1wpp,خَلَّص,khlls,payer,Dubaï - Vocabulaire — Verbes,دَفَعَ,dafaʿa,
cmo8hyi7400i14ey1mss2gsti,دَار دَوْرَة,dar dowra,faire un tour,Dubaï - Vocabulaire — Verbes,قَامَ بِجَوْلَةٍ,qāma bi-jawlatin,
cmo8hyi7400i74ey1qkroj86z,دَار لَفَّة,dar laffa,faire un détour,Dubaï - Vocabulaire — Verbes,قَامَ بِالْتِفَافٍ,qāma bi-iltifāfin,
cmo8hyi7400i04ey1dod2pnu0,دُوز,doz,passer,Dubaï - Vocabulaire — Verbes,مَرَّ,marra,
cmo8hyi7400if4ey1d6jhq34r,رَاجَع,raja3,réviser / revoir,Dubaï - Vocabulaire — Verbes,رَاجَعَ,rājaʿa,
cmo8hyi7400il4ey1hhnwcrmk,رَكَّز,rakkaz,se concentrer,Dubaï - Vocabulaire — Verbes,رَكَّزَ,rakkaza,
cmo8hyi7400hw4ey1dpo956e3,سَافَر,safer,voyager,Dubaï - Vocabulaire — Verbes,سَافَرَ,sāfara,
cmo8hyi7400ht4ey13jgu3vul,سَالَى,sala,finir,Dubaï - Vocabulaire — Verbes,أَنْهَى,anhā,
cmo8hyi7400ip4ey10lte0kez,سَاهَم,sahm,contribuer,Dubaï - Vocabulaire — Verbes,سَاهَمَ,sāhama,
cmo8hyi7400hl4ey1ntxblnpv,سْكَن,skn,habiter,Dubaï - Vocabulaire — Verbes,سَكَنَ,sakana,
cmo8hyi7400h54ey1xmkinioi,سْمَع,sme3,entendre,Dubaï - Vocabulaire — Verbes,سَمِعَ,samiʿa,
cmo8hyi7400hi4ey14mf8bnyx,سَوَّل,sowl,demander,Dubaï - Vocabulaire — Verbes,سَأَلَ,saʾala,
cmo8hyi7400h64ey17w978awr,شَاف,chaf,voir,Dubaï - Vocabulaire — Verbes,رَأَى,raʾā,
cmo8hyi7300gy4ey1u8jp6az4,شَدّ,chdd,prendre / attraper,Dubaï - Vocabulaire — Verbes,أَمْسَكَ,amsaka,
cmo8hyi7400h94ey184wkc8ev,شْرَب,chrb,boire,Dubaï - Vocabulaire — Verbes,شَرِبَ,shariba,
cmo8hyi7400he4ey1jc5js7cg,ضْحَك,D7k,rire,Dubaï - Vocabulaire — Verbes,ضَحِكَ,ḍaḥika,
